Transaction ID,Date,Project ID,Project Name,Department,Expense Category,Sub-Category,Vendor,Description,Amount,Payment Method,Status
792,2025-01-30,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
793,2025-01-31,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
794,2025-01-31,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Monthly subscription,$150.00,Bank Transfer,Approved
795,2025-02-01,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee G,Bi-weekly salary,$3100.00,Bank Transfer,Approved
796,2025-02-01,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
797,2025-02-02,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
798,2025-02-02,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee H,Bi-weekly salary,$3000.00,Bank Transfer,Approved
799,2025-02-03,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
800,2025-02-03,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
801,2025-02-04,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
802,2025-02-04,PROJ-002,Beta Test,Engineering,Software,Development Tools,CodeWare Inc.,New feature license,$150.00,Company Credit Card,Approved
803,2025-02-05,PROJ-005,Epsilon Dev,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
804,2025-02-05,PROJ-003,Gamma Integration,Sales,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
805,2025-02-06,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
806,2025-02-06,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
807,2025-02-07,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$200.00,Company Credit Card,Approved
808,2025-02-07,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
809,2025-02-08,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
810,2025-02-08,PROJ-004,Delta R&D,Research,Payroll,Contractor,Data Analytics Corp.,Data analysis services,$2500.00,Bank Transfer,Approved
811,2025-02-09,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
812,2025-02-09,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee A,Bi-weekly salary,$2500.00,Bank Transfer,Approved
813,2025-02-10,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Motel 6,Hotel for hackathon,$90.00,Company Credit Card,Approved
814,2025-02-10,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Hilton,Hotel stay for client visit,$250.00,Company Credit Card,Approved
815,2025-02-11,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
816,2025-02-11,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
817,2025-02-12,PROJ-002,Beta Test,Engineering,Travel,Flights,FlyHigh Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
818,2025-02-12,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee B,Bi-weekly salary,$2800.00,Bank Transfer,Approved
819,2025-02-13,PROJ-003,Gamma Integration,Sales,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
820,2025-02-13,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
821,2025-02-14,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
822,2025-02-14,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
823,2025-02-15,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
824,2025-02-15,PROJ-003,Gamma Integration,Sales,Software,SaaS Subscription,Zoom,Quarterly renewal,$50.00,Company Credit Card,Approved
825,2025-02-16,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
826,2025-02-16,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event staff catering,$450.00,Company Credit Card,Approved
827,2025-02-17,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
828,2025-02-17,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
829,2025-02-18,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
830,2025-02-18,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
831,2025-02-19,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
832,2025-02-19,PROJ-002,Beta Test,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
833,2025-02-20,PROJ-005,Epsilon Dev,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
834,2025-02-20,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent B,Quarterly commission,$1500.00,Bank Transfer,Approved
835,2025-02-21,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
836,2025-02-21,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
837,2025-02-22,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$200.00,Company Credit Card,Approved
838,2025-02-22,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
839,2025-02-23,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Hilton,Hotel stay for client visit,$250.00,Company Credit Card,Approved
840,2025-02-23,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
841,2025-02-24,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
842,2025-02-24,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
843,2025-02-25,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
844,2025-02-25,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
845,2025-02-26,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Glassware and consumables,$120.00,Company Credit Card,Approved
846,2025-02-26,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
847,2025-02-27,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
848,2025-02-27,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
849,2025-02-28,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Inn & Suites,Hotel for client visit,$180.00,Company Credit Card,Approved
850,2025-02-28,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
851,2025-02-29,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
852,2025-02-29,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
853,2025-03-01,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Steakhouse,Team dinner,$150.00,Company Credit Card,Approved
854,2025-03-01,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Monthly subscription,$150.00,Bank Transfer,Approved
855,2025-03-02,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
856,2025-03-02,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
857,2025-03-03,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
858,2025-03-03,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee G,Bi-weekly salary,$3100.00,Bank Transfer,Approved
859,2025-03-04,PROJ-003,Gamma Integration,Sales,Travel,Flights,AeroJet Airlines,Client visit flight,$350.00,Company Credit Card,Approved
860,2025-03-04,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
861,2025-03-05,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
862,2025-03-05,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
863,2025-03-06,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
864,2025-03-06,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
865,2025-03-07,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
866,2025-03-07,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
867,2025-03-08,PROJ-002,Beta Test,Engineering,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
868,2025-03-08,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for hackathon,$280.00,Company Credit Card,Approved
869,2025-03-09,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Motel 6,Hotel stay for a night,$90.00,Company Credit Card,Approved
870,2025-03-09,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
871,2025-03-10,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
872,2025-03-10,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee H,Bi-weekly salary,$3000.00,Bank Transfer,Approved
873,2025-03-11,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
874,2025-03-11,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
875,2025-03-12,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
876,2025-03-12,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
877,2025-03-13,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
878,2025-03-13,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
879,2025-03-14,PROJ-003,Gamma Integration,Sales,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
880,2025-03-14,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
881,2025-03-15,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
882,2025-03-15,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee A,Bi-weekly salary,$2500.00,Bank Transfer,Approved
883,2025-03-16,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
884,2025-03-16,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
885,2025-03-17,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
886,2025-03-17,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
887,2025-03-18,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
888,2025-03-18,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
889,2025-03-19,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent A,Quarterly commission,$1200.00,Bank Transfer,Approved
890,2025-03-19,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
891,2025-03-20,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
892,2025-03-20,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee B,Bi-weekly salary,$2800.00,Bank Transfer,Approved
893,2025-03-21,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Steakhouse,Team dinner,$150.00,Company Credit Card,Approved
894,2025-03-21,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
895,2025-03-22,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
896,2025-03-22,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
897,2025-03-23,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$200.00,Company Credit Card,Approved
898,2025-03-23,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
899,2025-03-24,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
900,2025-03-24,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
901,2025-03-25,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
902,2025-03-25,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
903,2025-03-26,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
904,2025-03-26,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
905,2025-03-27,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
906,2025-03-27,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
907,2025-03-28,PROJ-002,Beta Test,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
908,2025-03-28,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
909,2025-03-29,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
910,2025-03-29,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
911,2025-03-30,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
912,2025-03-30,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
913,2025-03-31,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for hackathon,$280.00,Company Credit Card,Approved
914,2025-03-31,PROJ-003,Gamma Integration,Sales,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
915,2025-04-01,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
916,2025-04-01,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
917,2025-04-02,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
918,2025-04-02,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
919,2025-04-03,PROJ-003,Gamma Integration,Sales,Software,SaaS Subscription,Zoom,Quarterly renewal,$50.00,Company Credit Card,Approved
920,2025-04-03,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
921,2025-04-04,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
922,2025-04-04,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Grand Hotel,Hotel for vendor meeting,$250.00,Company Credit Card,Approved
923,2025-04-05,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
924,2025-04-05,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent B,Quarterly commission,$1500.00,Bank Transfer,Approved
925,2025-04-06,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
926,2025-04-06,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
927,2025-04-07,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
928,2025-04-07,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
929,2025-04-08,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
930,2025-04-08,PROJ-004,Delta R&D,Research,Travel,Accommodation,Motel 6,Hotel for conference,$90.00,Company Credit Card,Approved
931,2025-04-09,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
932,2025-04-09,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for hackathon,$180.00,Company Credit Card,Approved
933,2025-04-10,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
934,2025-04-10,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Hilton,Hotel stay for client visit,$250.00,Company Credit Card,Approved
935,2025-04-11,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
936,2025-04-11,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
937,2025-04-12,PROJ-002,Beta Test,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
938,2025-04-12,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee G,Bi-weekly salary,$3100.00,Bank Transfer,Approved
939,2025-04-13,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
940,2025-04-13,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
941,2025-04-14,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
942,2025-04-14,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee H,Bi-weekly salary,$3000.00,Bank Transfer,Approved
943,2025-04-15,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
944,2025-04-15,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
945,2025-04-16,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
946,2025-04-16,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
947,2025-04-17,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
948,2025-04-17,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,New feature license,$150.00,Company Credit Card,Approved
949,2025-04-18,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Motel 6,Hotel for vendor meeting,$90.00,Company Credit Card,Approved
950,2025-04-18,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
951,2025-04-19,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event staff catering,$450.00,Company Credit Card,Approved
952,2025-04-19,PROJ-002,Beta Test,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
953,2025-04-20,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee A,Bi-weekly salary,$2500.00,Bank Transfer,Approved
954,2025-04-20,PROJ-003,Gamma Integration,Sales,Travel,Flights,AeroJet Airlines,Client visit flight,$350.00,Company Credit Card,Approved
955,2025-04-21,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
956,2025-04-21,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
957,2025-04-22,PROJ-002,Beta Test,Engineering,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
958,2025-04-22,PROJ-005,Epsilon Dev,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
959,2025-04-23,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Monthly subscription,$150.00,Bank Transfer,Approved
960,2025-04-23,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
961,2025-04-24,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
962,2025-04-24,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee B,Bi-weekly salary,$2800.00,Bank Transfer,Approved
963,2025-04-25,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
964,2025-04-25,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Hilton,Hotel stay for client visit,$250.00,Company Credit Card,Approved
965,2025-04-26,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Glassware and consumables,$120.00,Company Credit Card,Approved
966,2025-04-26,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
967,2025-04-27,PROJ-002,Beta Test,Engineering,Software,SaaS Subscription,Jira,Quarterly license renewal,$300.00,Company Credit Card,Approved
968,2025-04-27,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
969,2025-04-28,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
970,2025-04-28,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
971,2025-04-29,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
972,2025-04-29,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
973,2025-04-30,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
974,2025-04-30,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
975,2025-05-01,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
976,2025-05-01,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
977,2025-05-02,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
978,2025-05-02,PROJ-005,Epsilon Dev,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
979,2025-05-03,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Motel 6,Hotel for vendor meeting,$90.00,Company Credit Card,Approved
980,2025-05-03,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
981,2025-05-04,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
982,2025-05-04,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
983,2025-05-05,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
984,2025-05-05,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
985,2025-05-06,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
986,2025-05-06,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
987,2025-05-07,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
988,2025-05-07,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
989,2025-05-08,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Staples,Whiteboard markers,$20.00,Petty Cash,Approved
